company_id,name,link,bse,nse,industry,sector,about
532637,Mangalam Drugs and Organics Ltd,mangalamdrugs.com,532637,MANGALAM,Pharmaceuticals - Indian - Bulk Drugs & Formln,Pharmaceuticals,"Mangalam Drugs and Organics Limited is an India-based company, which is engaged in the manufacture of drugs, medicines and allied products."
524715,Sun Pharmaceuticals Industries Ltd,sunpharma.com,524715,SUNPHARMA,Pharmaceuticals - Indian - Bulk Drugs & Formln,Pharmaceuticals,Sun Pharmaceuticals Industries is engaged in the business of Pharmaceuticals.
523457,Linde India Ltd,boc-india.com,523457,LINDEINDIA,Chemicals,Chemicals,"Linde India Limited, formerly BOC India Limited, is engaged in the gases business."
511768,Master Trust Ltd,mastermarts.com; www.mastertrust.co.in,511768,,Finance & Investments,Finance,Master Trust Limited is an India-based financial services company. The Company is principally engaged in providing interest on loans and advances.
533023,WABCO India Ltd,wabcoindia.com,533023,WABCOINDIA,Auto Ancillaries,Auto Ancillaries,WABCO India is primarily engaged in the manufacture of air brake actuation systems for commercial vehicles. The Company is also engaged in rendering of software development and other services.
500878,CEAT Ltd,ceat.com,500878,CEATLTD,Tyres,Tyres,"CEAT is engaged in the business of Manufacturing and sale of automotive tyres, tubes and flaps."
540879,Apollo Micro Systems Ltd,apollo-micro.com,540879,APOLLO,Computers - Software - Medium / Small,IT - Software,Apollo Micro Systems is engaged in the business of Manufacture of electronic components and services.
500300,Grasim Industries Ltd,grasim.com,500300,GRASIM,Textiles - Manmade,Textiles,"Grasim Industries is engaged in the Business of Viscose Staple ,Fibre ,Chemicals Fertilisers."
540649,Avadh Sugar & Energy Ltd,avadhsugar.com,540649,AVADHSUGAR,Sugar,Sugar,"Avadh Sugar & Energy is primarily engaged in the business of manufacture and sale of sugar and its by-products (molasses, bagasse and press-mud), spirits including ethanol and power."
524129,Vinyl Chemicals (I) Ltd,vinylchemicals.com,524129,VINYLINDIA,Trading,Trading,Vinyl Chemicals is engaged in the business of Wholesale trade of industrial chemicals.
523021,Rishi Techtex Ltd,rishitechtex.com,523021,,Packaging,Packaging,"Rishi Techtex is engaged in manufacturing of Shade nets and Plastic Woven Sacks and supplying to fertilizer and cement industry. Company has consistently developed number of products to cater to a wide spectrum of industries such as cement, fertilizer, chemical Petrochemical, etc."
523896,AVI Products India Ltd,aviphoto.in,523896,,Trading,Trading,AVI Products India is engaged in Retail sale via E-commerce and Retail sale of non-alcoholic beverages including icecream not for consumption on the premises.
533088,Mahindra Holidays & Resorts India Ltd,clubmahindra.com,533088,MHRIL,Hotels,Hotels & Restaurants,"Mahindra Holidays & Resorts India is engaged in the business of Income from sale of vacation ownership (VO) ,Annual Subscription Fee from VO members and Income from sale of Food and Beverages."
535322,Repco Home Finance Ltd,repcohome.com,535322,REPCOHOME,Finance - Housing,Finance,Repco Home Finance is engaged in the business of Housing finance.
508670,Neelamalai Agro Industries Ltd,neelamalaiagro.com,508670,,Tea,Plantation & Plantation Products,"Neelamalai Agro Industries Ltd is engaged in the business is in Tea Plantation Business of cultivating Tea, its manufacturing and sale, both domestic and export."
539730,Fredun Pharmaceuticals Ltd,fredungroup.com,539730,,Pharmaceuticals - Indian - Formulations,Pharmaceuticals,Fredun Pharmaceuticals is engaged in Business of Pharmaceutical Formulations.
532891,Puravankara Ltd,puravankara.com,532891,PURVA,Construction,Realty,Puravankara is engaged in the business of real estate development.
NSE : AIRAN,Airan Ltd,Company website,NSE : AIRAN,,Computers - Software - Medium / Small,IT - Software,"Airan is engaged in the Banking Transactions Processing Services, Payment Banks, IT and IT Enabled Services and Document Management Services.(Source : 201903 Annual Report Page No: 115)"
NSE - SM : MARINE,Marine Electricals (India) Ltd,Company website,NSE - SM : MARINE,,Electric Equipment,Capital Goods - Electrical Equipment,Capital Goods - Electrical Equipment >> Electric Equipment
532695,Celebrity Fashions Ltd,celebritygroup.com,532695,CELEBRITY,Textiles - Products,Textiles,Celebrity Fashions is engaged in the business of Manufacture of all types of textile garments and clothing accessories.
526817,Cheviot Company Ltd,groupcheviot.net,526817,,Textiles - Jute - Yarn / Products,Textiles,Cheviot Company is engaged in the Business of Jute Products.
503100,Phoenix Mills Ltd,thephoenixmills.com,503100,PHOENIXLTD,Construction,Realty,"Phoenix Mills is engaged in the business of operation and management of mall, construction of commercial and residential property and hotel business in India."
511066,Sakthi Finance Ltd,sakthifinance.com,511066,,Finance & Investments,Finance,"Sakthi Finance Limited is provides financial services such as Vehicle Financing, Equipment Financing..etc."
NSE - SM : MHHL,Mohini Health & Hygiene Ltd,Company website,NSE - SM : MHHL,,Textiles - Cotton/Blended,Textiles,Mohini Fibers Ltd. is a manufacturer and exporter of 100% cotton fiber & yarn.
541196,Lex Nimble Solutions Ltd,lexnimble.in,541196,,Computers - Software - Medium / Small,IT - Software,"Lex Nimble Solutions is engaged in a company providing Software services to its holding company, outsourcing services to its associate companies outside India and consulting services.(Source : 201903 Annual Report Page No: 66)"
511243,Cholamandalam Investment & Finance Company Ltd,cholafinance.com,511243,CHOLAFIN,Finance & Investments,Finance,Cholamandalam Investment & Fin. Co is engaged in the business of Financial services - Lending.
526747,PG Foils Ltd,pgfoils.com,526747,,Aluminium and Aluminium Products,Non Ferrous Metals,"PG Foils is a flagship company of Prem Group, having varied interest in manufacturing of overhead conductor for power transmission lines, manufacturing machinery for Conductor Manufacturing, Aluminum rod, Wire and Aluminum Foils and its laminate."
506528,Keltech Energies Ltd,keltechenergies.com,506528,,Chemicals,Chemicals,"Keltech Energies is engaged in the Business of manufacturing Cartridge Explosives, Bulk Emulsion Explosives, Mono Methyl Amine Nitrate (MMAN) solutions, Accessories for Explosives, Expanded Perlite Products & Perlite Filter Aid. (Source : Company Website)"
542232,Shankar Lal Rampal Dye-Chem Ltd,srdyechem.com,542232,,Trading,Trading,"Shankar Lal Rampal Dye-Chem is named as a prominent Trader, Exporter, Importer, and Supplier of Sulphur Dyes, Paraffin Wax, Phosphoric Acid, Sodium Sulphide, Hydrogen Peroxide, Citric Acid Monohydrate, Phosphate Chemicals, and Refined Glycerine, in India."
530845,Sunshield Chemicals Ltd,solvayindia.in,530845,,Chemicals,Chemicals,ABOUT
522251,Cenlub Industries Ltd,cenlub.in,522251,,Engineering,Capital Goods-Non Electrical Equipment,"Cenlub Industries Ltd. Is in the field of design, manufacture and supply of Centralised Lubrication System for various Machines, Plants and Equipments."
530075,Selan Explorations Technology Ltd,selanoil.com,530075,SELAN,Oil Drilling / Allied Services,Crude Oil & Natural Gas,"Selan Explorations Technology in the business of oil & gas exploration and production. The Company has signed Production Sharing Contracts (PSCs) with Government of India (GOI) for Bakrol, Lohar, Ognaj and Karjisan fields. (Source : 202003 Annual Report Page No:29)"
500288,Morepen Laboratories Ltd,morepen.com,500288,MOREPENLAB,Pharmaceuticals - Indian - Bulk Drugs & Formln,Pharmaceuticals,"Morepen Laboratories is engaged in the business of manufacturing, producing, developing and marketing a wide range of Active Pharmaceutical Ingredients (APIs), branded and generic formulations and also the Home Health products.(Source : 201903 Annual Report Page No: 61)"
526650,Tourism Finance Corporation of India Ltd,tfciltd.com,526650,TFCILTD,Finance - Term-Lending Institutions,Finance,Tourism Finance Corporation of India is engaged in the Business of Financial Services.
539176,Hawa Engineers Ltd,hawaengltd.com,539176,,Engineering,Capital Goods-Non Electrical Equipment,"Hawa Engineers is engaged in Business of Manufacture of engines and turbines, except aircraft, vehicle and cycle."
504840,Kaira Can Company Ltd,kairacan.com,504840,,Packaging,Packaging,"Kaira Can Company is engaged in the business of manufacture of Open Top Sanitary Cans, Lithographed and Plain Metal Containers and Special Containers."
539120,Bangalore Fort Farms Ltd,bangalorefortfarms.com,539120,,Trading,Trading,"Bangalore Fort Farms Ltd. Is to engage in manufacturing and exporting premium quality jute products such as jute yarn, jute ropes and also custom made products to cater to the individual client requirement."
523391,Nahar Polyfilms Ltd,owmnahar.com,523391,NAHARPOLY,Packaging,Packaging,Nahar Poly Films is engaged in the business of manufacturing and selling of BOPP films.
500338,Prism Johnson Ltd,prismcement.com,500338,PRSMJOHNSN,Cement - North India,Cement,"Prism Johnson is engaged in the Business of Portland Cement, Tiles and Ready Mixed Concrete."
523650,Redex Protech Ltd,redexprotech.com,523650,,Engineering,Capital Goods-Non Electrical Equipment,Redex Protech is engaged in fire extinguisher equipment industry.
532839,Dish TV India Ltd,dishtv.in,532839,DISHTV,Entertainment / Electronic Media Software,Entertainment,Dish TV India is engaged in the business of providing Direct to Home (DTH) television and Teleport services.
535789,Indiabulls Housing Finance Ltd,indiabulls.com ; www.financials.indiabulls.com,535789,IBULHSGFIN,Finance - Housing,Finance,Indiabulls Housing Finance is engaged in business of a Housing Finance Institution without accepting public deposits and its regulated by National Housing Bank.(Source : 201903 Annual Report Page No: 65)
524808,Phyto Chem (India) Ltd,phytochemindia.com,524808,,Pesticides / Agrochemicals - Indian,Agro Chemicals,Phyto Chem (India) Limited is engaged in manufacturing and marketing of pesticides for agriculture sector.
521064,Trident Ltd,tridentindia.com,521064,TRIDENT,Textiles - Products,Textiles,"Trident is engaged in manufacturing, trading and selling of Textiles (Yarn, Terry Towels & Bedsheets) and Paper & Chemicals.(Source : 202003 Annual Report Page No: 89)"
541988,AAVAS Financiers Ltd,aavas.in,541988,AAVAS,Finance - Housing,Finance,"AAVAS Financiers is engaged in the Business of providing home loans for the purchase or construction of residential properties, and for the extension and repair of existing housing units."
532435,Sanmit Infra Ltd,sanmitinfra.com,532435,,Construction,Realty,Sanmit Infra Limited is owns and operates in a diversified group of infrastructure businesses.
532301,Tata Coffee Ltd,tatacoffee.com,532301,TATACOFFEE,Tea,Plantation & Plantation Products,"Tata Coffee Limited and its subsidiaries (together the Group) are engaged in the production, trading and distribution of Coffee, Pepper, Tea and Allied products. The Group has business operations mainly in India, USA, CIS countries, Europe, Africa and Vietnam."
532980,Gokul Refoils and Solvent Ltd,gokulgroup.com,532980,GOKUL,Solvent Extraction,Edible Oil,Gokul Refoils & Solvent Is engaged primarily in the business of refining of crude oil for edible use. The Company is also engaged in trading in oil seeds and edible/non-edible oils.
539141,UFO Moviez India Ltd,ufomoviez.com,539141,UFO,Entertainment / Electronic Media Software,Media - Print/Television/Radio,UFO Moviez India is engaged into the business of providing digital cinema services.
506260,Anuh Pharma Ltd,anuhpharma.com,506260,,Pharmaceuticals - Indian - Bulk Drugs,Pharmaceuticals,"Anuh Pharma is engaged in the business of Manufacture of pharmaceuticals, medicinal chemical and botanical products."
524396,Biofil Chemicals & Pharmaceuticals Ltd,biofilgroup.net,524396,NSE - BE : BIOFILCHEM,Pharmaceuticals - Indian - Formulations,Pharmaceuticals,"Biofil Chemicals & Pharmaceuticals Ltd. manufactures formulations in the form of injectables, eye drops, and dry syrups."
NSE : JOCIL,Jocil Ltd,Company website,NSE : JOCIL,,Chemicals,Chemicals,"Jocil engages in the business of Organic Chemicals. It mainly manufactures Fatty Acids, Glycerine, Industrial Oxygen and Toilet Soap."
540332,Tanvi Foods (India) Ltd,tanvifoods.com,540332,,Food - Processing - Indian,Miscellaneous,"Tanvi Foods (India) is engaged in the Manufacturing of Corn Samosa, Spring Roll & Trading of Frozen Foods."
500655,Garware Polyester Ltd,garwarepoly.com,500655,,Packaging,Packaging,Garware Polyester is engaged in the business of manufacturing of Polyester Films.
524019,Kingfa Science & Technology (India) Ltd,hssil.com,524019,KINGFA,Plastics Products,Plastic products,"Kingfa Science & Technology (India) is engaged in the business of manufacturing and supplier of high quality reinforced polypropylene compounds, thermoplastics elastomers and fibre re-inforced composites."
531147,Alicon Castalloy Ltd,alicongroup.co.in,531147,ALICON,Auto Ancillaries,Auto Ancillaries,Alicon Castalloy is engaged in the Manufacturing of aluminum alloy castings.
516022,Star Paper Mills Ltd,starpapers.com,516022,STARPAPER,Paper,Paper,Star Paper Mills is engaged in the manufacture and supply of Paper and Paper Board as its core business. It produces a wide range of Industrial Packaging and cultural paper catering to all segment of the consumer.
532189,India Tourism Development Corporation Ltd,theashokgroup.com,532189,ITDC,Hotels,Hotels & Restaurants,"ITDC is enaged in running hotels, restaurants at various places for tourists, besides providing transport facilities.(Source : 201903 Annual Report Page No: 121)"
NSE - SM : SHIVAUM,Shiv Aum Steels Ltd,Company website,NSE - SM : SHIVAUM,,Trading,Trading,Trading >> Trading
500119,Dhampur Sugar Mills Ltd,dhampur.com,500119,DHAMPURSUG,Sugar,Sugar,"Dhampur Sugar Mills is engaged mainly in the manufacturing and selling of sugar, chemicals, ethanol and co-generation and sale of power.(Source : 201903 Annual Report Page No: 191)"
532807,Cineline India Ltd,cineline.co.in,532807,CINELINE,Entertainment / Electronic Media Software,Entertainment,Cineline India is engaged in the business of renting out premises owned by the Company and operating windmills.
532636,IIFL Finance Ltd,indiainfoline.com,532636,IIFL,Finance & Investments,Finance,"IIFL Finance is a Systemically Important - Non Deposit taking systematically important, non-deposit accepting non-banking financial company (NBFC-ND-SI), catering to the rising credit requirements of underserved markets through its diversified offerings. IIFL Finance along with its subsidiaries is mainly engaged in the financing business. The Companys diverse product suite, including Home Loans, Gold Loans, Business Loans including Loans Against Property and MSME Financing, Microfinance, Developer and Construction Finance and Capital Market Finance, caters to a broad spectrum of customers."
530555,Paramount Communications Ltd,paramountcables.com,530555,PARACABLES,Cables - Power,Cables,"Paramount Communications Limited is a cable manufacturing company. Information technology (IT) and communication, construction, defense and space research projects."
531223,Anjani Synthetics Ltd,anjanisynthetics.com,531223,,Textiles - Processing,Textiles,Anjani Synthetics is engaged in the business of textile..
506947,Advance Petrochemicals Ltd,advancepetro.com,506947,,Detergents / Intermediates,FMCG,"Advance Petrochemicals is engaged in manufacturing of Ethanol Amines, Alkyl Alknolamines, Non Ionic Surfactants, Oil field chemicals, Polyethylene Glycol, Leing Inhibitor for aviation fuel, Acrylic & co- Acrylic Binder Glycol Ether, Auxiliaries & Specialty Chemical Hydraulic Brake Fluid, Radiator coolant etc."
535667,India Finsec Ltd,indiafinsec.com,535667,,Finance & Investments,Finance,India Finsec Limited is an India-based non-banking financial company (NBFC). The Company's principal activities include providing finance and dealing in shares and securities.
512608,Bhandari Hosiery Exports Ltd,bhandariexport.com,512608,BHANDARI,Textiles - Products,Textiles,"Bhandari Hosiery Exports is an India-based company, which offers knitted hosiery garments and fabrics."
534615,North Eastern Carrying Corporation Ltd,neccgroup.com,534615,NECCLTD,Miscellaneous,Logistics,"North Eastern Carrying Corporation offers freight management and customized logistics solutions backed by a automated ERP based software, which includes Warehousing and transport."
524582,Tirupati Starch & Chemicals Ltd,tirupatistarch.com,524582,,Miscellaneous,Miscellaneous,"Tirupati Starch & Chemicals is engaged in Manufacturing of Starch, Dextrose Anhydrous and other Food Products."
539221,Sportking India Ltd,sportking.co.in,539221,,Textiles - Spinning - Synthetic / Blended,Textiles,"Sportking India is engaged in manufacturing of Cotton Yarn, Synthetic Yarn and Blended Yarn and of Dyeing Activity. The Company has manufacturing units at Ludhiana and at Bathinda."
507813,National Oxygen Ltd,nolgroup.com,507813,,Chemicals,Chemicals,"National Oxygen Limited is an India-based company, which is engaged in manufacturing industrial gases, such as Oxygen and Nitrogen."
532749,Allcargo Logistics Ltd,allcargologistics.com,532749,ALLCARGO,Miscellaneous,Logistics,"Allcargo Logistics is a leading multinational Company engaged in providing integrated logistics solutions and offers specialised logistics services across multimodal transport operations, inland container depot, container freight station operations, contract logistics operations and project and engineering solutions."
535566,KIFS Financial Services Ltd,kifsfinance.com,535566,,Finance & Investments,Finance,"KIFS Financial Services offers capital market products like margin trading, loan against shares (LAS) and funding primary market issues for the retail investors."
NSE - SM : TIRUPATI,Shree Tirupati Balajee FIBC Ltd,Company website,NSE - SM : TIRUPATI,,Packaging,Packaging,Packaging >> Packaging
509055,Visaka Industries Ltd,visaka.in,509055,VISAKAIND,Cement Products,Cement - Products,"Visaka Industries is engaged in the business of manufacture of cement fibre sheets, fibre cement boards & panels, solar panels and synthetic yarn."
530665,Zenith Health Care Ltd,zenithhealthcare.com,530665,,Pharmaceuticals - Indian - Formulations,Pharmaceuticals,Zenith Health Care is engaged in the business of Pharmaceutical products.
541956,Ircon International Ltd,ircon.org,541956,IRCON,Construction,Infrastructure Developers & Operators,"Ircon International is engaged in the business of Railway construction group it diversified progressively to roads, buildings, electrical substation and distribution, airport construction, commercial complexes, as well as metro rail works."
500215,Agro Tech Foods Ltd,atfoods.com,500215,ATFL,Solvent Extraction,Edible Oil,Agro Tech Foods is primarily engaged in the business of manufacturing and trading of edible oils and food products.
500378,Jindal Saw Ltd,jindalsaw.com,500378,JINDALSAW,Steel - Large,Steel,Jindal Saw is engaged in a leading global manufacturer and supplier of Iron & Steel pipes and pellets having manufacturing facilities in India.(Source : 201903 Annual Report Page No: 88)
532785,Ruchira Papers Ltd,ruchirapapers.com; www.rungtairrigation.in,532785,RUCHIRA,Paper,Paper,Ruchira Papers Limited is engaged in the manufacturing of Kraft Paper and Writing & Printing Paper.
539113,Paul Merchants Ltd,paulmerchants.net,539113,,Finance & Investments,Finance,"Paul Merchants Limited (PML) is engaged in international inward remittance, foreign exchange and tours, and travels and air ticketing."
532892,Motilal Oswal Financial Services Ltd,motilaloswalgroup.com,532892,MOTILALOFS,Finance & Investments,Finance,Motilal Oswal Financial Services is engaged in the business of Brokerage Income Interest Income.
539940,Max Ventures and Industries Ltd,maxvil.com,539940,MAXVIL,Finance & Investments,Finance,"Max Ventures and Industries Limited, Is engaged in the business of investments and providing consultancy services to group companies."
526725,Sandesh Ltd,sandesh.com,526725,SANDESH,Printing & Stationery,Media - Print/Television/Radio,"The Sandesh Limited is an India-based company engaged in selling of newspapers and other publications, and advertisement."
532555,NTPC Ltd,ntpc.co.in,532555,NTPC,Power Generation And Supply,Power Generation & Distribution,"NTPC is primarily involved in the generation and sale of bulk power to State Power Utilities. Other business includes providing consultancy, project management & supervision, energy trading, oil & gas exploration and coal mining.(Source : 201903 Annual Report Page No: 169)"
519612,Mahaan Foods Ltd,mahaanfoods.com,519612,,Food - Processing - Indian,FMCG,Mahaan Foods is engaged in manufacturing of dairy products and pharma nutritional products.
514470,Winsome Textile Industries Ltd,winsometextile.com,514470,,Textiles - Spinning - Synthetic / Blended,Textiles,"Winsome Textile Industries is the manufacturing of Cotton Yarn, Cotton Melange, Cotton Blended Dyed Yarn/Fiber, Yarn made of natural and manmade fiber and other fibers, Knitted Fabric and Power generation in Textile Sector."
540064,Future Retail Ltd,futureretail.co.in,540064,FRETAIL,Trading,Retail,"Future Retail is engaged in the business of retailing of fashion, household and consumer products through departmental and neighbourhood stores under various formats across the country.(Source : 201903 Annual Report Page No: 127)"
530207,Brawn Biotech Ltd,brawnbiotech.com/,530207,,Trading,Trading,Brawn Biotech is engaged in the business of Wholesale of Pharmaceutical and Medical Goods.
500040,Century Textiles & Industries Ltd,centurytextind.com,500040,CENTURYTEX,Paper,Paper,"Century Textiles & Industries is principally engaged in manufacturing of Textiles, Cement, Pulp and Paper and Real estate."
524709,NACL Industries Ltd,nagarjunaagrichem.com,524709,NACLIND,Pesticides / Agrochemicals - Indian,Agro Chemicals,"NACL Industries is engaged in the business of crop protection and manufactures both Technicals (Active Ingredient) and Formulations. It manufactures pesticides, insecticides, acaricides, herbicides, fungicides and other plant growth chemicals.(Source : 201903 Annual Report Page No:83)"
540530,Housing & Urban Development Corporation Ltd,hudco.org,540530,HUDCO,Finance - Housing,Finance,Housing & Urban Development Corporation is primarily engaged in the business of financing Housing and Urban development activities in the country.
500402,SPML Infra Ltd,spml.co.in,500402,SPMLINFRA,Construction,Realty,"SPML Infra is engaged in the business of infrastructure development which inter-alia includes water management, water infrastructure development, waste water treatment, power generation, transmission and distribution, solid waste management, and other civil infrastructures."
540955,Tasty Dairy Specialities Ltd,tastydairy.com,540955,,Food - Processing - Indian,FMCG,"Tasty Dairy Specialities is currently involved in processing milk, along with bulk milk procurement and handling during season time which primarily caters to bulk and marquee institutional customers. Company is also involved in value added milk products like SMP, butter, ghee, dairy whitener, concentrated milk etc."
533106,Oil India Ltd,oil-india.com,533106,OIL,Oil Drilling / Allied Services,Crude Oil & Natural Gas,Oil India is engaged in the business of Crude oil and Natural Gas.
526315,Divyashakti Granites Ltd,divyashakti.com,526315,,Miscellaneous,Miscellaneous,"Divyashakti Granites Limited is an India-based exporter of granite products. The Company is engaged in the manufacture and export of polished granites slabs, tiles and monuments."
526169,Multibase India Ltd,multibaseindia.com,526169,,Plastics Products,Plastic products,"Multibase India is engaged in the business of manufacturing, trading and selling of polypropylene compound, thermoplastic elastomer, silicon master batch and thermoplastic master batch."
530363,Ugar Sugar Works Ltd,ugarsugar.com,530363,UGARSUGAR,Sugar,Sugar,"Ugar Sugar Works is engaged in the business of manufacture and sale of sugar, industrial and potable alcohol, and generation and distribution of electricity."
533321,Bil Energy System Ltd,bilenergy.com,533321,BILENERGY,Steel - Medium / Small,Steel,"Bil Energy Systems provides electrical steel products and other steel products. The Company's products/services include Electrical Lamination, Electrical Sheets, and Iron and Steel. It manufactures stamping rotating machines, and transformer core and laminations."
500302,Piramal Enterprises Ltd,piramal.com,500302,PEL,Pharmaceuticals - Indian - Bulk Drugs & Formln,Pharmaceuticals,"Piramal Enterprises is engaged in the Business of Manufacture of pharmaceuticals, medicinal, chemical and botanical products and Other financial service activities, except insurance and pension funding."
590073,Wheels India Ltd,wheelsindia.com,590073,WHEELS,Auto Ancillaries,Auto Ancillaries,"Wheels India is engaged in the Business of Manufacture of Road Wheels , Parts & Accessories for Machinery / Equipments used by construction and mining industries and Wind Turbine Parts."
539874,Ujjivan Financial Services Ltd,ujjivan.com,539874,UJJIVAN,Finance & Investments,Finance,"The Company was registered as NBFC-MFI under Non-Banking Financial Company Micro Finance Institutions (NBFC-MFIs) directions on September 05, 2013. The Company received approval from Reserve Bank of India (RBI) to set up a Small Finance Bank."
532390,TajGVK Hotels & Resorts Ltd,tajgvk.in,532390,TAJGVK,Hotels,Hotels & Restaurants,"TajGVK Hotels & Resorts is primarily engaged in the business of owning, operating & managing hotels, palaces and resorts with the brand name of TAJ."
539450,S H Kelkar & Company Ltd,keva.co.in,539450,SHK,Chemicals,Chemicals,"S H Kelkar & Company is engaged in the manufacture, supply and exports of fragrances and aroma ingredients."
532801,Cambridge Technology Enterprises Ltd,ctepl.com,532801,CTE,Computers - Software - Medium / Small,IT - Software,Cambridge Technology Enterprises Limited is a global business and technology services company.
532271,Cybermate Infotek Ltd,cybermateinfotek.com,532271,,Computers - Software - Medium / Small,IT - Software,"Cybermate Infotek is a Mid-Sized IT Services Company engaged in custom built software development, System Integration Services, Network & Surveillance, building and selling own Products, reselling third party products, business platforms, analytics, social media, mobile applications, cloud based solutions and outsourced business processes etc."
505412,Wendt India Ltd,wendtindia.com,505412,WENDT,Abrasives And Grinding Wheels,Capital Goods-Non Electrical Equipment,"Wendt India in the business of Super Abrasives, Machine Tools and Precision Components."
533519,L&T Finance Holdings Ltd,ltfs.com,533519,L&TFH,Finance & Investments,Finance,"L&T Finance Holdings is registered with the Reserve Bank of India (RBI) as a Systemically Important Non-Deposit Accepting Core Investment Company (NBFC-CIC). As an NBFC-CIC, the Company.(Source : 201903 Annual Report Page No: 112)"
513683,NLC India Ltd,nlcindia.com,513683,NLCINDIA,Power Generation And Supply,Power Generation & Distribution,NLC India is engaged in the Business of Mining and Power Generation.
530305,Piccadily Agro Industries Ltd,picagro.com,530305,,Breweries & Distilleries,Alcoholic Beverages,Piccadily Agro Industries is engaged in Business of Sugar and Distillery.
530585,Swastika Investmart Ltd,swastika.co.in,530585,,Finance & Investments,Stock/ Commodity Brokers,"Swastika Investmart is engaged in rendering services pertaining to stock broking, Merchant Banking, IPO and other third party products distribution activities."
500148,Uflex Ltd,uflexltd.com,500148,UFLEX,Packaging,Packaging,Uflex is engaged in the Business of Flexible Packaging Material.
541163,Sandhar Technologies Limited,sandhargroup.com,541163,SANDHAR,Auto Ancillaries,Auto Ancillaries,Sandhar Techs. is primarily engaged in the manufacturing and assembling of safety and security systems and its associated components for the automotive industry.
NSE - SM : URAVI,Uravi T and Wedge Lamps Ltd,Company website,NSE - SM : URAVI,,Auto Ancillaries,Auto Ancillaries,"Uravi T & Wedge Lamps is engaged in manufacturing and distributing Stop and Tail Lamps/Signal Lamps/Indicator Lamps and Wedge Lamps for Two-wheelers, Four wheelers, Tractors and Industrial applications for various Indian automobile manufacturers."
511758,Mansi Finance (Chennai) Ltd,mansi.in,511758,,Finance & Investments,Finance,Mansi Finance (Chennai) Limited is engaged in the financing business.
535755,Aditya Birla Fashion & Retail Ltd,abfrl.com,535755,ABFRL,Textiles - Products,Retail,Aditya Birla Fashion and Retail Ltd is engaged in the business of manufacturing and retailing of branded apparels and runs a chain of apparels and accessories retail stores in india.
500800,Tata Consumer Products Ltd,tataconsumer.com/,500800,TATACONSUM,Tea,Plantation & Plantation Products,"Tata Consumer Products (the Company) (formerly known as Tata Global Beverages Limited) and its subsidiaries (together referred to as the Group) and the Groups associates and joint ventures are engaged in the trading, production and distribution of Consumer products viz., mainly Tea, Coffee, Water collectively termed as branded beverage business, and Salt, Pulses, Spices etc collectively termed as branded foods business (Refer Note 40A). The Group has branded beverage business mainly in India, Europe, US, Canada and Australia, and foods business in India. The non-branded plantation business is in India and tea and coffee extraction businesses are in India, Vietnam and the US.(Source : 202003 Annual Report Page No: 189)"
511413,Crest Ventures Ltd,crest.co.in,511413,CREST,Finance & Investments,Finance,Crest Ventures is engaged in the business of Non Banking Financial Activity and Real Estate and related activities.
520066,Jay Bharat Maruti Ltd,jbmgroup.com,520066,JAYBARMARU,Auto Ancillaries,Auto Ancillaries,"Jay Bharat Maruti the principal activities of the Company are manufacturing of sheet metal components, rear axle, muffler assemblies, fuel neck and tools & dies for motor vehicles, components and spare parts."
505242,Dynamatic Technologies Ltd,dynamatics.com,505242,DYNAMATECH,Engineering,Capital Goods-Non Electrical Equipment,Dynamatic Technologies is one of the worlds largest manufacturers of hydraulic gear pumps and automotive turbochargers and has held leadership position in hydraulic gear pumps market for over 45 years. DTL has 74% share of the Indian organised tractor ma(Source : 201903 Annual Report Page No:26)
533148,JSW Energy Ltd,jsw.in,533148,JSWENERGY,Power Generation And Supply,Power Generation & Distribution,"JSW Energy is engaged in the Business of generation of power with principal places located at Vijayanagar (Karnataka), Ratnagiri (Maharashtra), Nandyal (Andhra Pradesh) and Salboni (West Bengal)."
514300,Pioneer Embroideries Ltd,pelhakoba.com,514300,PIONEEREMB,Textiles - Products,Textiles,"Pioneer Embroideries is engaged in the business of Dope Dyed Polyester Yarn, Embroidered Fabric, Laces, Braided Laces."
517554,NHC Foods Ltd,nhcgroup.com,517554,,Food - Processing - Indian,FMCG,"NHC Foods is engaged in the business of Whole & Ground Spices, Lentils, Pulses, Grains, Oil Seeds and various other Agri - products and Assorted Food Products."
539045,Manaksia Aluminium Company Ltd,manaksia.com,539045,MANAKALUCO,Aluminium and Aluminium Products,Non Ferrous Metals,Manaksia Aluminium Company Limited manufactures Aluminium rolled products in coil and sheet form. The Company manufactures Aluminium Alloy Ingots.
507621,Milkfood Ltd,milkfoodltd.com,507621,,Food - Processing - Indian,FMCG,Milkfood is primarily engaged in the manufacture and trade sale of dairy products.
NSE - SM : MILTON,Milton Industries Ltd,Company website,NSE - SM : MILTON,,Miscellaneous,Miscellaneous,"Milton Industries Limited is an India-based company engaged in manufacturing laminates, artificial leather cloth and glass fiber reinforced epoxy (GFRE) sheets in the state of Gujarat, India."
NSE : UNITEDTEA,United Nilgiri Tea Estates Company Ltd,Company website,NSE : UNITEDTEA,,Tea,Plantation & Plantation Products,United Nilgiri Tea Estates Company is primarily engaged in growing and manufacture of Tea besides Letting-out of property.
